# Hola!

Imagen		GPR		SIMD		OPEN_CV
lena.bmp	33814824	4456558		27059369
bajo.jpg	124095476	14549501	86275325
viola.jpg	270411732	34145286	190765609
Hulk.jpg	482218150	55577648	314335172
